Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,TMP
SRR18750668,AMPLICON,501,18273281,PRJNA826738,SAMN27579676,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10150891,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850447,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD99-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD99-1,SRP370205,92
SRR18750669,AMPLICON,501,19041130,PRJNA826738,SAMN27579675,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10557519,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850446,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD98-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD98-1,SRP370205,91
SRR18750670,AMPLICON,499,15357299,PRJNA826738,SAMN27579594,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8395688,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850445,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD11-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD11-1,SRP370205,10
SRR18750671,AMPLICON,501,17133850,PRJNA826738,SAMN27579674,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9387090,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850444,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD97-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD97-1,SRP370205,90
SRR18750672,AMPLICON,501,17028252,PRJNA826738,SAMN27579673,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9411788,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850443,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD96-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD96-1,SRP370205,89
SRR18750673,AMPLICON,501,18021995,PRJNA826738,SAMN27579672,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9886794,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850442,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD95-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD95-1,SRP370205,88
SRR18750674,AMPLICON,501,19400780,PRJNA826738,SAMN27579671,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10667662,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850441,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD93-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD93-1,SRP370205,87
SRR18750675,AMPLICON,501,18576510,PRJNA826738,SAMN27579670,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10331507,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850635,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD92-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD92-1,SRP370205,86
SRR18750676,AMPLICON,500,17699769,PRJNA826738,SAMN27579718,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9466715,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850439,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD18-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD18-2,SRP370205,134
SRR18750677,AMPLICON,499,18666449,PRJNA826738,SAMN27579717,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10501316,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850438,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD17-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD17-2,SRP370205,133
SRR18750678,AMPLICON,500,18373828,PRJNA826738,SAMN27579716,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10209300,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850437,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD16-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD16-2,SRP370205,132
SRR18750679,AMPLICON,500,17113702,PRJNA826738,SAMN27579715,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9440842,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850436,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD15-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD15-2,SRP370205,131
SRR18750680,AMPLICON,500,18442252,PRJNA826738,SAMN27579598,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10108438,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850435,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD16-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD16-1,SRP370205,14
SRR18750681,AMPLICON,500,16734204,PRJNA826738,SAMN27579714,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9291380,RUIJIN HOSPITAL,2019,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850434,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD14-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD14-2,SRP370205,130
SRR18750682,AMPLICON,501,18100151,PRJNA826738,SAMN27579713,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10064978,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850433,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD13-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD13-2,SRP370205,129
SRR18750683,AMPLICON,500,18664028,PRJNA826738,SAMN27579712,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10405000,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850432,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD11-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD11-2,SRP370205,128
SRR18750684,AMPLICON,500,19367134,PRJNA826738,SAMN27579711,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11428816,RUIJIN HOSPITAL,2019,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850431,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD10-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD10-2,SRP370205,127
SRR18750685,AMPLICON,500,16826823,PRJNA826738,SAMN27579710,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9215813,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850430,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD9-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD9-2,SRP370205,126
SRR18750686,AMPLICON,500,18659837,PRJNA826738,SAMN27579709,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10167118,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850429,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD8-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD8-2,SRP370205,125
SRR18750687,AMPLICON,500,17824625,PRJNA826738,SAMN27579708,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9915817,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850428,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD7-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD7-2,SRP370205,124
SRR18750688,AMPLICON,500,17311487,PRJNA826738,SAMN27579707,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9651139,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850427,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD6-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD6-2,SRP370205,123
SRR18750689,AMPLICON,500,16634662,PRJNA826738,SAMN27579706,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9220293,RUIJIN HOSPITAL,2019,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850426,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD5-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD5-2,SRP370205,122
SRR18750690,AMPLICON,500,18963714,PRJNA826738,SAMN27579705,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10370462,RUIJIN HOSPITAL,2019,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850425,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD4-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD4-2,SRP370205,121
SRR18750691,AMPLICON,499,19432962,PRJNA826738,SAMN27579597,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10714768,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850424,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD15-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD15-1,SRP370205,13
SRR18750692,AMPLICON,500,17746357,PRJNA826738,SAMN27579704,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9842938,RUIJIN HOSPITAL,2019,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850423,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD3-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD3-2,SRP370205,120
SRR18750693,AMPLICON,499,16528949,PRJNA826738,SAMN27579703,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9065434,RUIJIN HOSPITAL,2019,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850422,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD2-2,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD2-2,SRP370205,119
SRR18750694,AMPLICON,499,17456894,PRJNA826738,SAMN27579702,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9546163,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850421,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD133-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD133-1,SRP370205,118
SRR18750695,AMPLICON,499,18211439,PRJNA826738,SAMN27579701,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10204895,RUIJIN HOSPITAL,2018,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850420,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD129-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD129-1,SRP370205,117
SRR18750696,AMPLICON,500,18216369,PRJNA826738,SAMN27579700,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10039571,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850419,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD128-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD128-1,SRP370205,116
SRR18750697,AMPLICON,500,18567731,PRJNA826738,SAMN27579699,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10282790,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850418,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD126-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD126-1,SRP370205,115
SRR18750698,AMPLICON,499,17206268,PRJNA826738,SAMN27579698,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9369142,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850417,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD125-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD125-1,SRP370205,114
SRR18750699,AMPLICON,500,16723800,PRJNA826738,SAMN27579697,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9426555,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850416,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD124-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD124-1,SRP370205,113
SRR18750700,AMPLICON,499,18302780,PRJNA826738,SAMN27579696,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9984914,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850415,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD123-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD123-1,SRP370205,112
SRR18750701,AMPLICON,499,16588637,PRJNA826738,SAMN27579695,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9079188,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850414,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD122-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD122-1,SRP370205,111
SRR18750702,AMPLICON,500,18345834,PRJNA826738,SAMN27579596,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10172984,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850413,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD14-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD14-1,SRP370205,12
SRR18750703,AMPLICON,499,17893211,PRJNA826738,SAMN27579694,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9817454,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850412,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD121-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD121-1,SRP370205,110
SRR18750704,AMPLICON,501,17049385,PRJNA826738,SAMN27579693,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9255239,RUIJIN HOSPITAL,2018,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850411,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD120-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD120-1,SRP370205,109
SRR18750705,AMPLICON,500,19045749,PRJNA826738,SAMN27579692,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10382859,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850410,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD119-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD119-1,SRP370205,108
SRR18750706,AMPLICON,500,16988658,PRJNA826738,SAMN27579691,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9338883,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Human gut,gut microbiome,stool,SRX14850409,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD118-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD118-1,SRP370205,107
SRR18750707,AMPLICON,500,18678891,PRJNA826738,SAMN27579690,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10224304,RUIJIN HOSPITAL,2018,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850408,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD116-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD116-1,SRP370205,106
SRR18750708,AMPLICON,500,17547342,PRJNA826738,SAMN27579689,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9720257,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850407,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD115-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD115-1,SRP370205,105
SRR18750709,AMPLICON,499,18923102,PRJNA826738,SAMN27579688,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10163504,RUIJIN HOSPITAL,2018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850406,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD113-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD113-1,SRP370205,104
SRR18750710,AMPLICON,499,18247340,PRJNA826738,SAMN27579687,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10062316,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Human gut,gut microbiome,stool,SRX14850405,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD112-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD112-1,SRP370205,103
SRR18750711,AMPLICON,499,17514092,PRJNA826738,SAMN27579686,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9619887,RUIJIN HOSPITAL,2018,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850404,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD111-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD111-1,SRP370205,102
SRR18750712,AMPLICON,499,17622770,PRJNA826738,SAMN27579685,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9818161,RUIJIN HOSPITAL,2018,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Human gut,gut microbiome,stool,SRX14850403,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD110-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD110-1,SRP370205,101
SRR18750713,AMPLICON,500,16859496,PRJNA826738,SAMN27579595,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9132901,RUIJIN HOSPITAL,2018,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Human gut,gut microbiome,stool,SRX14850402,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD13-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD13-1,SRP370205,11
SRR18750714,AMPLICON,499,17577637,PRJNA826738,SAMN27579586,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9571884,RUIJIN HOSPITAL,2018,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Human gut,gut microbiome,stool,SRX14850401,China,Asia,China:Shanghai,Homosapiens,Illumina HiSeq 2500,31.11 N 121.29 E,PD3-1,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2022-10-31T00:00:00Z,2022-04-14T09:30:00Z,1,PD3-1,SRP370205,2
